SID,BASIN,SUBBASIN,NAME,NATURE,Year,Month,Day,USA_WIND,USA_PRES,Categoría,Zona afectada
1936263N19300,NA,NA,Unnamed,TS,1936,9,20,55,0,Tormenta tropical,Zona económica exclusiva
1939285N18298,NA,NA,Unnamed,TS,1939,10,13,55,0,Tormenta tropical,Zona económica exclusiva
1944206N13303,NA,CS,Unnamed,TS,1944,7,26,55,0,Tormenta tropical,Zona económica exclusiva
1944206N13303,NA,CS,Unnamed,TS,1944,7,26,55,0,Tormenta tropical,Zona económica exclusiva
1944206N13303,NA,CS,Unnamed,TS,1944,7,26,55,0,Tormenta tropical,Zona económica exclusiva
1951003N31302,NA,NA,Unnamed,TS,1951,1,8,55,0,Tormenta tropical,Zona económica exclusiva
1952231N15341,NA,NA,Able,TS,1952,8,28,55,0,Tormenta tropical,Zona económica exclusiva
1953251N18295,NA,NA,Dolly,TS,1953,9,9,55,0,Tormenta tropical,Zona económica exclusiva
1961273N16302,NA,NA,Frances,TS,1961,10,4,55,1005,Tormenta tropical,Zona económica exclusiva
2001278N12302,NA,CS,Iris,TS,2001,10,6,55,998,Tormenta tropical,Zona económica exclusiva
2003188N11307,NA,CS,Claudette,TS,2003,7,9,55,1002,Tormenta tropical,Zona económica exclusiva
2003339N13284,NA,CS,Odette,TS,2003,12,6,55,995,Tormenta tropical,Zona económica exclusiva
2003339N13284,NA,CS,Odette,TS,2003,12,6,55,995,Tormenta tropical,Zona económica exclusiva
2004223N11301,NA,CS,Charley,TS,2004,8,11,55,999,Tormenta tropical,Zona económica exclusiva
2006237N13298,NA,CS,Ernesto,TS,2006,8,26,55,997,Tormenta tropical,Zona económica exclusiva
2006237N13298,NA,CS,Ernesto,TS,2006,8,27,55,995,Tormenta tropical,Zona económica exclusiva
2010279N22293,NA,NA,Otto,SS,2010,10,7,55,989,Tormenta tropical,Zona económica exclusiva
2012234N16315,NA,CS,Isaac,TS,2012,8,24,55,993,Tormenta tropical,Zona económica exclusiva
1896266N17298,NA,CS,Unnamed,TS,1896,9,24,58,0,Tormenta tropical,Zona económica exclusiva
1916192N12308,NA,NA,Unnamed,TS,1916,7,14,58,0,Tormenta tropical,Zona económica exclusiva
1932244N19296,NA,NA,Unnamed,TS,1932,9,2,58,0,Tormenta tropical,Zona económica exclusiva
1952231N15341,NA,NA,Able,TS,1952,8,28,58,0,Tormenta tropical,Zona económica exclusiva
1961273N16302,NA,NA,Frances,TS,1961,10,4,58,1004,Tormenta tropical,Zona económica exclusiva
1852232N21293,NA,NA,Unnamed,TS,1852,8,19,60,0,Tormenta tropical,Zona económica exclusiva
1852232N21293,NA,NA,Unnamed,TS,1852,8,19,60,0,Tormenta tropical,Zona económica exclusiva
1852232N21293,NA,NA,Unnamed,TS,1852,8,19,60,0,Tormenta tropical,Zona económica exclusiva
1861185N15303,NA,NA,Unnamed,TS,1861,7,9,60,0,Tormenta tropical,Zona económica exclusiva
1878267N15288,NA,CS,Unnamed,TS,1878,9,25,60,0,Tormenta tropical,Zona económica exclusiva
1878267N15288,NA,CS,Unnamed,TS,1878,9,25,60,0,Tormenta tropical,Zona económica exclusiva
1878329N15310,NA,CS,Unnamed,TS,1878,11,29,60,0,Tormenta tropical,Zona económica exclusiva
1878329N15310,NA,CS,Unnamed,TS,1878,11,30,60,0,Tormenta tropical,Zona económica exclusiva
1878329N15310,NA,CS,Unnamed,TS,1878,11,30,60,0,Tormenta tropical,Zona económica exclusiva
1878329N15310,NA,CS,Unnamed,TS,1878,11,30,60,0,Tormenta tropical,Zona económica exclusiva
1878329N15310,NA,CS,Unnamed,TS,1878,11,30,60,0,Tormenta tropical,Zona económica exclusiva
1880228N14301,NA,CS,Unnamed,TS,1880,8,17,60,0,Tormenta tropical,Zona económica exclusiva
1882244N19296,NA,NA,Unnamed,TS,1882,9,3,60,0,Tormenta tropical,Zona económica exclusiva
1887282N19300,NA,NA,Unnamed,TS,1887,10,10,60,0,Tormenta tropical,Zona económica exclusiva
1901185N10305,NA,CS,Unnamed,TS,1901,7,7,60,0,Tormenta tropical,Zona económica exclusiva
1916192N12308,NA,NA,Unnamed,TS,1916,7,14,60,0,Tormenta tropical,Zona económica exclusiva
1924229N11305,NA,NA,Unnamed,TS,1924,8,20,60,0,Tormenta tropical,Zona económica exclusiva
1924229N11305,NA,NA,Unnamed,TS,1924,8,20,60,0,Tormenta tropical,Zona económica exclusiva
1936263N19300,NA,NA,Unnamed,TS,1936,9,20,60,0,Tormenta tropical,Zona económica exclusiva
1939285N18298,NA,NA,Unnamed,TS,1939,10,14,60,0,Tormenta tropical,Zona económica exclusiva
1947290N19297,NA,NA,Unnamed,TS,1947,10,18,60,0,Tormenta tropical,Zona económica exclusiva
1951239N12334,NA,CS,Dog,TS,1951,9,4,60,0,Tormenta tropical,Zona económica exclusiva
1953251N18295,NA,NA,Dolly,TS,1953,9,10,60,0,Tormenta tropical,Zona económica exclusiva
1953251N18295,NA,NA,Dolly,TS,1953,9,10,60,999,Tormenta tropical,Zona económica exclusiva
1975256N18306,NA,NA,Eloise,TS,1975,9,16,60,1002,Tormenta tropical,Zona económica exclusiva
2001278N12302,NA,CS,Iris,TS,2001,10,6,60,995,Tormenta tropical,Zona económica exclusiva
2006237N13298,NA,CS,Ernesto,TS,2006,8,27,60,994,Tormenta tropical,Zona económica exclusiva
2010302N09306,NA,NA,Tomas,TS,2010,11,6,60,990,Tormenta tropical,Zona económica exclusiva
2021182N09317,NA,CS,Elsa,TS,2021,7,3,60,1001,Tormenta tropical,Zona económica exclusiva
2024284N13348,NA,NA,Oscar,TS,2024,10,19,60,994,Tormenta tropical,Zona económica exclusiva
1899241N17303,NA,NA,Unnamed,TS,1899,9,2,63,0,Tormenta tropical,Zona económica exclusiva
1928221N12300,NA,CS,Unnamed,TS,1928,8,9,63,0,Tormenta tropical,Zona económica exclusiva
1936263N19300,NA,NA,Unnamed,TS,1936,9,20,63,0,Tormenta tropical,Zona económica exclusiva
1949246N19295,NA,NA,Unnamed,TS,1949,9,4,63,993,Tormenta tropical,Zona económica exclusiva
1961273N16302,NA,NA,Frances,TS,1961,10,4,63,1001,Tormenta tropical,Zona económica exclusiva
1966233N13340,NA,NA,Faith,TS,1966,8,27,63,991,Tormenta tropical,Zona económica exclusiva
2021182N09317,NA,CS,Elsa,TS,2021,7,3,63,999,Tormenta tropical,Zona económica exclusiva
1873269N13303,NA,CS,Unnamed,TS,1873,9,27,65,0,Huracan Categoria 1,Zona económica exclusiva
1880228N14301,NA,CS,Unnamed,TS,1880,8,17,65,0,Huracan Categoria 1,Zona económica exclusiva
1894294N21300,NA,NA,Unnamed,TS,1894,10,23,65,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,NA,Unnamed,TS,1899,9,3,65,0,Huracan Categoria 1,Zona económica exclusiva
1916225N13305,NA,CS,Unnamed,TS,1916,8,15,65,0,Huracan Categoria 1,Zona económica exclusiva
1916234N16300,NA,NA,Unnamed,TS,1916,8,22,65,0,Huracan Categoria 1,Zona económica exclusiva
1928221N12300,NA,CS,Unnamed,TS,1928,8,9,65,0,Huracan Categoria 1,Zona económica exclusiva
1936263N19300,NA,NA,Unnamed,TS,1936,9,20,65,0,Huracan Categoria 1,Zona económica exclusiva
1940252N15313,NA,NA,Unnamed,TS,1940,9,12,65,0,Huracan Categoria 1,Zona económica exclusiva
1949235N18300,NA,NA,Unnamed,TS,1949,8,24,65,0,Huracan Categoria 1,Zona económica exclusiva
1953251N18295,NA,NA,Dolly,TS,1953,9,10,65,990,Huracan Categoria 1,Zona económica exclusiva
1956305N20285,NA,NA,Greta,TS,1956,11,4,65,0,Huracan Categoria 1,Zona económica exclusiva
1975256N18306,NA,NA,Eloise,TS,1975,9,16,65,1002,Huracan Categoria 1,Zona económica exclusiva
1996248N15319,NA,CS,Hortense,TS,1996,9,10,65,990,Huracan Categoria 1,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,65,991,Huracan Categoria 1,Zona económica exclusiva
2001278N12302,NA,CS,Iris,TS,2001,10,6,65,992,Huracan Categoria 1,Zona económica exclusiva
2006237N13298,NA,CS,Ernesto,TS,2006,8,27,65,992,Huracan Categoria 1,Zona económica exclusiva
2024222N11327,NA,NA,Ernesto,TS,2024,8,14,65,990,Huracan Categoria 1,Zona económica exclusiva
2004258N16300,NA,NA,Jeanne,TS,2004,9,16,66,988,Huracan Categoria 1,Zona económica exclusiva
1916240N14312,NA,CS,Unnamed,TS,1916,8,30,68,0,Huracan Categoria 1,Zona económica exclusiva
1928221N12300,NA,CS,Unnamed,TS,1928,8,9,68,0,Huracan Categoria 1,Zona económica exclusiva
1936263N19300,NA,NA,Unnamed,TS,1936,9,20,68,0,Huracan Categoria 1,Zona económica exclusiva
1947290N19297,NA,NA,Unnamed,TS,1947,10,18,68,0,Huracan Categoria 1,Zona económica exclusiva
1949246N19295,NA,NA,Unnamed,TS,1949,9,3,68,989,Huracan Categoria 1,Zona económica exclusiva
1956305N20285,NA,NA,Greta,TS,1956,11,4,68,0,Huracan Categoria 1,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,68,990,Huracan Categoria 1,Zona económica exclusiva
2020211N13306,NA,NA,Isaias,TS,2020,7,31,68,993,Huracan Categoria 1,Zona económica exclusiva
1852232N21293,NA,NA,Unnamed,TS,1852,8,20,70,0,Huracan Categoria 1,Zona económica exclusiva
1857267N16305,NA,CS,Unnamed,TS,1857,9,26,70,0,Huracan Categoria 1,Zona económica exclusiva
1857267N16305,NA,CS,Unnamed,TS,1857,9,26,70,0,Huracan Categoria 1,Zona económica exclusiva
1857267N16305,NA,CS,Unnamed,TS,1857,9,26,70,0,Huracan Categoria 1,Zona económica exclusiva
1864239N15306,NA,CS,Unnamed,TS,1864,8,28,70,0,Huracan Categoria 1,Zona económica exclusiva
1864239N15306,NA,CS,Unnamed,TS,1864,8,29,70,0,Huracan Categoria 1,Zona económica exclusiva
1867209N18303,NA,NA,Unnamed,TS,1867,7,29,70,0,Huracan Categoria 1,Zona económica exclusiva
1867209N18303,NA,NA,Unnamed,TS,1867,7,30,70,0,Huracan Categoria 1,Zona económica exclusiva
1873269N13303,NA,CS,Unnamed,TS,1873,9,27,70,0,Huracan Categoria 1,Zona económica exclusiva
1873269N13303,NA,CS,Unnamed,TS,1873,9,27,70,0,Huracan Categoria 1,Zona económica exclusiva
1876254N15320,NA,CS,Unnamed,TS,1876,9,13,70,0,Huracan Categoria 1,Zona económica exclusiva
1878267N15288,NA,CS,Unnamed,TS,1878,9,25,70,0,Huracan Categoria 1,Zona económica exclusiva
1880228N14301,NA,CS,Unnamed,TS,1880,8,18,70,0,Huracan Categoria 1,Zona económica exclusiva
1881233N17303,NA,NA,Unnamed,TS,1881,8,24,70,0,Huracan Categoria 1,Zona económica exclusiva
1881233N17303,NA,NA,Unnamed,TS,1881,8,24,70,0,Huracan Categoria 1,Zona económica exclusiva
1881233N17303,NA,NA,Unnamed,TS,1881,8,24,70,0,Huracan Categoria 1,Zona económica exclusiva
1881233N17303,NA,NA,Unnamed,TS,1881,8,24,70,0,Huracan Categoria 1,Zona económica exclusiva
1895234N13302,NA,CS,Unnamed,TS,1895,8,24,70,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,CS,Unnamed,TS,1899,8,31,70,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,CS,Unnamed,TS,1899,8,31,70,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,CS,Unnamed,TS,1899,9,1,70,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,CS,Unnamed,TS,1899,9,1,70,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,NA,Unnamed,TS,1899,9,3,70,0,Huracan Categoria 1,Zona económica exclusiva
1910248N17302,NA,CS,Unnamed,TS,1910,9,8,70,0,Huracan Categoria 1,Zona económica exclusiva
1916240N14312,NA,CS,Unnamed,TS,1916,8,29,70,0,Huracan Categoria 1,Zona económica exclusiva
1928221N12300,NA,CS,Unnamed,TS,1928,8,10,70,0,Huracan Categoria 1,Zona económica exclusiva
1939285N18298,NA,NA,Unnamed,TS,1939,10,14,70,0,Huracan Categoria 1,Zona económica exclusiva
1941277N21298,NA,NA,Unnamed,TS,1941,10,4,70,0,Huracan Categoria 1,Zona económica exclusiva
1949235N18300,NA,NA,Unnamed,TS,1949,8,24,70,0,Huracan Categoria 1,Zona económica exclusiva
1949235N18300,NA,NA,Unnamed,TS,1949,8,25,70,0,Huracan Categoria 1,Zona económica exclusiva
1951224N12316,NA,CS,Charlie,TS,1951,8,16,70,0,Huracan Categoria 1,Zona económica exclusiva
1955255N19294,NA,NA,Hilda,TS,1955,9,13,70,0,Huracan Categoria 1,Zona económica exclusiva
1958242N13302,NA,CS,Ella,TS,1958,8,31,70,0,Huracan Categoria 1,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,1,70,986,Huracan Categoria 1,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,1,70,988,Huracan Categoria 1,Zona económica exclusiva
1966233N13340,NA,NA,Faith,TS,1966,8,27,70,983,Huracan Categoria 1,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,70,989,Huracan Categoria 1,Zona económica exclusiva
2005186N12299,NA,CS,Dennis,TS,2005,7,7,70,982,Huracan Categoria 1,Zona económica exclusiva
2024284N13348,NA,NA,Oscar,TS,2024,10,19,70,989,Huracan Categoria 1,Zona económica exclusiva
1908266N13314,NA,CS,Unnamed,TS,1908,9,27,73,0,Huracan Categoria 1,Zona económica exclusiva
1917263N13303,NA,CS,Unnamed,TS,1917,9,22,73,0,Huracan Categoria 1,Zona económica exclusiva
1949235N18300,NA,NA,Unnamed,TS,1949,8,25,73,0,Huracan Categoria 1,Zona económica exclusiva
1958242N13302,NA,CS,Ella,TS,1958,8,31,73,0,Huracan Categoria 1,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,73,985,Huracan Categoria 1,Zona económica exclusiva
1867209N18303,NA,NA,Unnamed,TS,1867,7,30,75,0,Huracan Categoria 1,Zona económica exclusiva
1878244N09306,NA,CS,Unnamed,TS,1878,9,4,75,0,Huracan Categoria 1,Zona económica exclusiva
1895234N13302,NA,CS,Unnamed,TS,1895,8,24,75,0,Huracan Categoria 1,Zona económica exclusiva
1899241N17303,NA,NA,Unnamed,TS,1899,9,3,75,0,Huracan Categoria 1,Zona económica exclusiva
1908266N13314,NA,CS,Unnamed,TS,1908,9,27,75,0,Huracan Categoria 1,Zona económica exclusiva
1908266N13314,NA,CS,Unnamed,TS,1908,9,27,75,0,Huracan Categoria 1,Zona económica exclusiva
1908266N13314,NA,CS,Unnamed,TS,1908,9,27,75,0,Huracan Categoria 1,Zona económica exclusiva
1908266N13314,NA,CS,Unnamed,TS,1908,9,27,75,0,Huracan Categoria 1,Zona económica exclusiva
1916192N12308,NA,NA,Unnamed,TS,1916,7,15,75,0,Huracan Categoria 1,Zona económica exclusiva
1917263N13303,NA,CS,Unnamed,TS,1917,9,22,75,0,Huracan Categoria 1,Zona económica exclusiva
1932244N19296,NA,NA,Unnamed,TS,1932,9,3,75,0,Huracan Categoria 1,Zona económica exclusiva
1933206N14306,NA,NA,Unnamed,TS,1933,7,26,75,0,Huracan Categoria 1,Zona económica exclusiva
1935228N11304,NA,NA,Unnamed,TS,1935,8,19,75,0,Huracan Categoria 1,Zona económica exclusiva
1940252N15313,NA,NA,Unnamed,TS,1940,9,13,75,0,Huracan Categoria 1,Zona económica exclusiva
1947290N19297,NA,NA,Unnamed,TS,1947,10,18,75,986,Huracan Categoria 1,Zona económica exclusiva
1951224N12316,NA,CS,Charlie,TS,1951,8,17,75,0,Huracan Categoria 1,Zona económica exclusiva
1953258N19296,NA,NA,Edna,TS,1953,9,15,75,0,Huracan Categoria 1,Zona económica exclusiva
1955253N14319,NA,NA,Ione,TS,1955,9,16,75,0,Huracan Categoria 1,Zona económica exclusiva
1955253N14319,NA,NA,Ione,TS,1955,9,16,75,0,Huracan Categoria 1,Zona económica exclusiva
1956305N20285,NA,NA,Greta,TS,1956,11,4,75,0,Huracan Categoria 1,Zona económica exclusiva
1966233N13340,NA,NA,Faith,TS,1966,8,28,75,979,Huracan Categoria 1,Zona económica exclusiva
1985320N21296,NA,NA,Kate,TS,1985,11,17,75,983,Huracan Categoria 1,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,75,980,Huracan Categoria 1,Zona económica exclusiva
1999318N17278,NA,CS,Lenny,TS,1999,11,16,75,978,Huracan Categoria 1,Zona económica exclusiva
2008238N13293,NA,CS,Gustav,TS,2008,8,26,75,986,Huracan Categoria 1,Zona económica exclusiva
2019236N10314,NA,NA,Dorian,TS,2019,8,29,75,986,Huracan Categoria 1,Zona económica exclusiva
2019236N10314,NA,NA,Dorian,TS,2019,8,29,75,983,Huracan Categoria 1,Zona económica exclusiva
2024222N11327,NA,NA,Ernesto,TS,2024,8,15,75,977,Huracan Categoria 1,Zona económica exclusiva
1896243N14300,NA,NA,Unnamed,TS,1896,9,1,78,0,Huracan Categoria 1,Zona económica exclusiva
1916192N12308,NA,NA,Unnamed,TS,1916,7,15,78,0,Huracan Categoria 1,Zona económica exclusiva
1928221N12300,NA,CS,Unnamed,TS,1928,8,10,78,0,Huracan Categoria 1,Zona económica exclusiva
1951224N12316,NA,CS,Charlie,TS,1951,8,17,78,0,Huracan Categoria 1,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,1,78,979,Huracan Categoria 1,Zona económica exclusiva
1967249N13303,NA,CS,Beulah,TS,1967,9,11,78,0,Huracan Categoria 1,Zona económica exclusiva
2008238N13293,NA,CS,Gustav,TS,2008,8,26,78,984,Huracan Categoria 1,Zona económica exclusiva
2019236N10314,NA,NA,Dorian,TS,2019,8,29,78,981,Huracan Categoria 1,Zona económica exclusiva
1852264N13309,NA,NA,Unnamed,TS,1852,9,25,80,0,Huracan Categoria 1,Zona económica exclusiva
1867209N18303,NA,NA,Unnamed,TS,1867,7,30,80,0,Huracan Categoria 1,Zona económica exclusiva
1878244N09306,NA,CS,Unnamed,TS,1878,9,3,80,0,Huracan Categoria 1,Zona económica exclusiva
1878244N09306,NA,CS,Unnamed,TS,1878,9,3,80,0,Huracan Categoria 1,Zona económica exclusiva
1878244N09306,NA,CS,Unnamed,TS,1878,9,3,80,0,Huracan Categoria 1,Zona económica exclusiva
1888239N13328,NA,NA,Unnamed,TS,1888,9,1,80,0,Huracan Categoria 1,Zona económica exclusiva
1896260N16306,NA,NA,Unnamed,TS,1896,9,20,80,0,Huracan Categoria 1,Zona económica exclusiva
1910248N17302,NA,CS,Unnamed,TS,1910,9,7,80,0,Huracan Categoria 1,Zona económica exclusiva
1917263N13303,NA,CS,Unnamed,TS,1917,9,22,80,0,Huracan Categoria 1,Zona económica exclusiva
1932244N19296,NA,NA,Unnamed,TS,1932,9,3,80,0,Huracan Categoria 1,Zona económica exclusiva
1939285N18298,NA,NA,Unnamed,TS,1939,10,14,80,0,Huracan Categoria 1,Zona económica exclusiva
1941277N21298,NA,NA,Unnamed,TS,1941,10,4,80,0,Huracan Categoria 1,Zona económica exclusiva
1947290N19297,NA,NA,Unnamed,TS,1947,10,18,80,981,Huracan Categoria 1,Zona económica exclusiva
1953258N19296,NA,NA,Edna,TS,1953,9,16,80,0,Huracan Categoria 1,Zona económica exclusiva
1956305N20285,NA,NA,Greta,TS,1956,11,4,80,0,Huracan Categoria 1,Zona económica exclusiva
1966233N13340,NA,NA,Faith,TS,1966,8,28,80,973,Huracan Categoria 1,Zona económica exclusiva
1985320N21296,NA,NA,Kate,TS,1985,11,17,80,977,Huracan Categoria 1,Zona económica exclusiva
1985320N21296,NA,NA,Kate,TS,1985,11,18,80,976,Huracan Categoria 1,Zona económica exclusiva
1995256N12309,NA,NA,Marilyn,TS,1995,9,17,80,967,Huracan Categoria 1,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,80,975,Huracan Categoria 1,Zona económica exclusiva
2008238N13293,NA,CS,Gustav,TS,2008,8,26,80,981,Huracan Categoria 1,Zona económica exclusiva
2022257N16312,NA,CS,Fiona,TS,2022,9,19,80,977,Huracan Categoria 1,Zona económica exclusiva
1896260N16306,NA,NA,Unnamed,TS,1896,9,20,83,0,Huracan Categoria 2,Zona económica exclusiva
1917263N13303,NA,CS,Unnamed,TS,1917,9,22,83,0,Huracan Categoria 2,Zona económica exclusiva
1940252N15313,NA,NA,Unnamed,TS,1940,9,13,83,0,Huracan Categoria 2,Zona económica exclusiva
1951224N12316,NA,CS,Charlie,TS,1951,8,17,83,0,Huracan Categoria 2,Zona económica exclusiva
1956305N20285,NA,NA,Greta,TS,1956,11,4,83,0,Huracan Categoria 2,Zona económica exclusiva
1995256N12309,NA,NA,Marilyn,TS,1995,9,17,83,966,Huracan Categoria 2,Zona económica exclusiva
1886224N11303,NA,CS,Unnamed,TS,1886,8,14,85,0,Huracan Categoria 2,Zona económica exclusiva
1888239N13328,NA,NA,Unnamed,TS,1888,9,2,85,0,Huracan Categoria 2,Zona económica exclusiva
1891229N11313,NA,NA,Unnamed,TS,1891,8,20,85,0,Huracan Categoria 2,Zona económica exclusiva
1891229N11313,NA,NA,Unnamed,TS,1891,8,21,85,0,Huracan Categoria 2,Zona económica exclusiva
1891229N11313,NA,NA,Unnamed,TS,1891,8,21,85,0,Huracan Categoria 2,Zona económica exclusiva
1891229N11313,NA,NA,Unnamed,TS,1891,8,22,85,0,Huracan Categoria 2,Zona económica exclusiva
1894284N11303,NA,NA,Unnamed,TS,1894,10,15,85,0,Huracan Categoria 2,Zona económica exclusiva
1896243N14300,NA,NA,Unnamed,TS,1896,9,2,85,0,Huracan Categoria 2,Zona económica exclusiva
1896260N16306,NA,NA,Unnamed,TS,1896,9,20,85,0,Huracan Categoria 2,Zona económica exclusiva
1896260N16306,NA,NA,Unnamed,TS,1896,9,21,85,0,Huracan Categoria 2,Zona económica exclusiva
1896260N16306,NA,NA,Unnamed,TS,1896,9,21,85,0,Huracan Categoria 2,Zona económica exclusiva
1926203N13304,NA,NA,Unnamed,TS,1926,7,24,85,0,Huracan Categoria 2,Zona económica exclusiva
1935228N11304,NA,NA,Unnamed,TS,1935,8,20,85,0,Huracan Categoria 2,Zona económica exclusiva
1940252N15313,NA,NA,Unnamed,TS,1940,9,13,85,0,Huracan Categoria 2,Zona económica exclusiva
1941277N21298,NA,NA,Unnamed,TS,1941,10,5,85,0,Huracan Categoria 2,Zona económica exclusiva
1943284N13300,NA,NA,Unnamed,TS,1943,10,15,85,0,Huracan Categoria 2,Zona económica exclusiva
1955288N13281,NA,CS,Katie,TS,1955,10,17,85,0,Huracan Categoria 2,Zona económica exclusiva
1956305N20285,NA,NA,Greta,TS,1956,11,4,85,0,Huracan Categoria 2,Zona económica exclusiva
1965239N11310,NA,NA,Betsy,TS,1965,9,2,85,970,Huracan Categoria 2,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,85,970,Huracan Categoria 2,Zona económica exclusiva
1999318N17278,NA,CS,Lenny,TS,1999,11,16,85,967,Huracan Categoria 2,Zona económica exclusiva
1888239N13328,NA,NA,Unnamed,TS,1888,9,2,88,0,Huracan Categoria 2,Zona económica exclusiva
1933243N18304,NA,NA,Unnamed,TS,1933,9,1,88,0,Huracan Categoria 2,Zona económica exclusiva
1943284N13300,NA,NA,Unnamed,TS,1943,10,15,88,0,Huracan Categoria 2,Zona económica exclusiva
1988253N12306,NA,CS,Gilbert,TS,1988,9,11,88,979,Huracan Categoria 2,Zona económica exclusiva
1998232N15312,NA,NA,Bonnie,TS,1998,8,22,88,966,Huracan Categoria 2,Zona económica exclusiva
1851228N13313,NA,CS,Unnamed,TS,1851,8,19,90,0,Huracan Categoria 2,Zona económica exclusiva
1865247N13318,NA,CS,Unnamed,TS,1865,9,8,90,0,Huracan Categoria 2,Zona económica exclusiva
1865247N13318,NA,CS,Unnamed,TS,1865,9,8,90,0,Huracan Categoria 2,Zona económica exclusiva
1866225N14298,NA,CS,Unnamed,TS,1866,8,14,90,0,Huracan Categoria 2,Zona económica exclusiva
1866225N14298,NA,CS,Unnamed,TS,1866,8,14,90,0,Huracan Categoria 2,Zona económica exclusiva
1870296N20288,NA,NA,Unnamed,TS,1870,10,23,90,0,Huracan Categoria 2,Zona económica exclusiva
1871229N11329,NA,NA,Unnamed,TS,1871,8,22,90,0,Huracan Categoria 2,Zona económica exclusiva
1871229N11329,NA,NA,Unnamed,TS,1871,8,23,90,0,Huracan Categoria 2,Zona económica exclusiva
1873269N13303,NA,CS,Unnamed,TS,1873,9,28,90,0,Huracan Categoria 2,Zona económica exclusiva
1875246N12333,NA,CS,Unnamed,TS,1875,9,11,90,0,Huracan Categoria 2,Zona económica exclusiva
1875246N12333,NA,CS,Unnamed,TS,1875,9,11,90,0,Huracan Categoria 2,Zona económica exclusiva
1875246N12333,NA,CS,Unnamed,TS,1875,9,11,90,0,Huracan Categoria 2,Zona económica exclusiva
1875246N12333,NA,CS,Unnamed,TS,1875,9,12,90,0,Huracan Categoria 2,Zona económica exclusiva
1888239N13328,NA,NA,Unnamed,TS,1888,9,2,90,0,Huracan Categoria 2,Zona económica exclusiva
1889244N12305,NA,NA,Unnamed,TS,1889,9,4,90,0,Huracan Categoria 2,Zona económica exclusiva
1889244N12305,NA,NA,Unnamed,TS,1889,9,4,90,0,Huracan Categoria 2,Zona económica exclusiva
1889244N12305,NA,NA,Unnamed,TS,1889,9,4,90,0,Huracan Categoria 2,Zona económica exclusiva
1889244N12305,NA,NA,Unnamed,TS,1889,9,5,90,0,Huracan Categoria 2,Zona económica exclusiva
1889244N12305,NA,NA,Unnamed,TS,1889,9,5,90,0,Huracan Categoria 2,Zona económica exclusiva
1909313N11279,NA,NA,Unnamed,TS,1909,11,13,90,0,Huracan Categoria 2,Zona económica exclusiva
1909313N11279,NA,NA,Unnamed,TS,1909,11,13,90,0,Huracan Categoria 2,Zona económica exclusiva
1915218N14334,NA,CS,Unnamed,TS,1915,8,12,90,0,Huracan Categoria 2,Zona económica exclusiva
1915218N14334,NA,CS,Unnamed,TS,1915,8,12,90,0,Huracan Categoria 2,Zona económica exclusiva
1916192N12308,NA,NA,Unnamed,TS,1916,7,16,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,8,30,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,8,30,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,8,31,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,8,31,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,8,31,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,8,31,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,9,1,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,9,1,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,9,1,90,0,Huracan Categoria 2,Zona económica exclusiva
1924239N14312,NA,NA,Unnamed,TS,1924,9,1,90,0,Huracan Categoria 2,Zona económica exclusiva
1932269N17303,NA,CS,Unnamed,TS,1932,9,27,90,0,Huracan Categoria 2,Zona económica exclusiva
1935228N11304,NA,NA,Unnamed,TS,1935,8,20,90,0,Huracan Categoria 2,Zona económica exclusiva
